prompt,response
"tec:however , after Ah learned all sides happening inna company such as marketing , accounting , leadership , financial accounting , and business communication etc.. ","However, after I learned all the sides happening in a company, such as marketing, accounting, leadership, financial accounting, and business communication etc.. "
"tec:however , after Ah learned all sides happening inna company such as marketing , accounting , leadership , financial accounting , and business communication etc.. ","After that, I learned all aspects of a company such as marketing, accounting, leadership, financial accounting, and business communication. "
tec:an example dat confirms or supports mi point iz clear in d chinese cars. ,"An example that confirms, or supports, my point clearly is the Chinese car. "
tec:an example dat confirms or supports mi point iz clear in d chinese cars. ,An example that confirms my point is clear in Chinese cars. 
tec:an example dat confirms or supports mi point iz clear in d chinese cars. ,An example that confirms and supports my point is Chinese cars. 
tec:an example dat confirms or supports mi point iz clear in d chinese cars. ,An example that confirms or supports my point is clear in the Chinese cars. 
"tec:furthermore , it iz way better tuh live on knowledge than on guess and common facts dat anyone cud learn through d medias. ","Furthermore, it is way better to have knowledge than to guess and learn common facts that anyone could learn through the media. "
"tec:furthermore , it iz way better tuh live on knowledge than on guess and common facts dat anyone cud learn through d medias. ","Furthermore, it is much better to live on knowledge than on guesses and common facts that anyone can learn through media. "
"tec:furthermore , it iz way better tuh live on knowledge than on guess and common facts dat anyone cud learn through d medias. ","Furthermore, it is way better to live on knowledge than on guess and common facts that anyone could learn through the media. "
"tec:furthermore , it iz way better tuh live on knowledge than on guess and common facts dat anyone cud learn through d medias. ","Furthermore, it is much better to live on knowledge than on guesses and common facts that anyone can learn through the media. "
tec:it iz d main resource fuh d cars tuh be working. ,It is the main resource that cars need to run. 
tec:it iz d main resource fuh d cars tuh be working. ,It is the main resource needed for the cars to work. 
tec:it iz d main resource fuh d cars tuh be working. ,It is the main resource for the cars to be working. 
tec:it iz d main resource fuh d cars tuh be working. ,It is the main resource needed by cars to work. 
"tec:from mi personal experience , wen Ah waz rel busy tuh find d information , d internet rel useful and fast tool. ","From my personal experience, when I was too busy to find the information, the internet was a very useful and fast tool. "
"tec:from mi personal experience , wen Ah waz rel busy tuh find d information , d internet rel useful and fast tool. ","From my personal experience, when I am too busy to find the information, the Internet is a very useful and fast tool. "
"tec:from mi personal experience , wen Ah waz rel busy tuh find d information , d internet rel useful and fast tool. ","Based on my personal experience, when I was very busy and needed to find information, the Internet was a very useful and fast tool. "
"tec:from mi personal experience , wen Ah waz rel busy tuh find d information , d internet rel useful and fast tool. ","From my personal experience, when I was very busy to find the information, the Internet was a very useful and fast tool. "
